edge_times[0], 0x5E87,
edge_times[1], 0x3546,
edge_times[2], 0x199B,
edge_times[3], 0x03DE,
edge_times[4], 0x02F5,
edge_times[5], 0x0332,
edge_times[6], 0x0972,
edge_times[7], 0x0358,
edge_times[8], 0x02CD,
edge_times[9], 0x0359,
edge_times[10], 0x0975,
edge_times[11], 0x0330,
edge_times[12], 0x0997,
edge_times[13], 0x0333,
edge_times[14], 0x0970,
edge_times[15], 0x0331,
edge_times[16], 0x0997,
edge_times[17], 0x0357,
edge_times[18], 0x02D1,
edge_times[19], 0x0332,
edge_times[20], 0x0948,
edge_times[21], 0x037F,
edge_times[22], 0x02CE,
edge_times[23], 0x0333,
edge_times[24], 0x0997,
edge_times[25], 0x0332,
edge_times[26], 0x02F4,
edge_times[27], 0x0331,
edge_times[28], 0x02D1,
edge_times[29], 0x0335,
edge_times[30], 0x02CD,
edge_times[31], 0x035A,
edge_times[32], 0x02D0,
edge_times[33], 0x0330,
edge_times[34], 0x096F,
edge_times[35], 0x035B,
edge_times[36], 0x02CD,
edge_times[37], 0x035A,
edge_times[38], 0x0970,
edge_times[39], 0x0330,
edge_times[40], 0x02F4,
edge_times[41], 0x0333,
edge_times[42], 0x0971,
edge_times[43], 0x0358,
edge_times[44], 0x096E,
edge_times[45], 0x035B,
edge_times[46], 0x02CD,
edge_times[47], 0x0356,
edge_times[48], 0x02D2,
edge_times[49], 0x0332,
edge_times[50], 0x02F3,
edge_times[51], 0x0332,
edge_times[52], 0x02F6,
edge_times[53], 0x0325,
edge_times[54], 0x0970,
edge_times[55], 0x0333,
edge_times[56], 0x096D,
edge_times[57], 0x035A,
edge_times[58], 0x0998,
edge_times[59], 0x030A,
edge_times[60], 0x0970,
edge_times[61], 0x0356,
edge_times[62], 0x02CF,
edge_times[63], 0x0331,
edge_times[64], 0x096D,
edge_times[65], 0x035B,
edge_times[66], 0x0000,
edge_times[67], 0x0000,
edge_times[68], 0x0000,
edge_times[69], 0x0000,
